,FCBH/DBS,ISO,Language,Year,description,exist_API,verses
3138,PMFNTM,pmf,Pamona,2011,Pamona New Tribes Mission Version,True,7812
3139,PAMPBS,pam,Pampangan,1994,Pampanga 1994 Popular Version,True,7946
3141,QXHWBT,qxh,Panao Huánuco Quechua,2009,Panao Huánuco Quechua 2009 Edition,True,7945
3143,PAGPBS,pag,Pangasinan,1983,Pangasinan 1983 Popular Version,True,7940
3146,PANWTC,pan,Eastern Panjabi,2006,Panjabi Easy to Read Bible,True,7940
3147,TOPTBL,top,Papantla Totonac,,1985 Edition,True,7953
3152,PAPTBL,pap,Papiamentu,,1975 Edition,True,0
3153,GUGGGG,gug,Paraguayan Guarani,2006,,True,0
3156,PRFWBT,prf,Paranan,2012,Paranan 2012 Edition,True,7958
3157,PRKBSM,prk,Parauk,2012,Parauk 2012 Edition,True,31103
3159,PABTBL,pab,Parecís,2012,The New Testament in Parecis,True,7955
3160,PBIWYI,pbi,Parkwa,1992,Parkwa 1992 Edition,True,7952
3161,PBCBSS,pbc,Patamona,2011,Patamona 2011 Edition,True,7942
3162,PTPWBT,ptp,Patep,1986,Patep 1986 Edition,True,7958
3163,GFKTBL,gfk,Patpatar,1997,The New Testament in Patpatar,True,0
3170,ATAPNG,ata,Pele-Ata,2009,Pele-Ata 2009 Edition,True,7950
3172,MILTBL,mil,Peñoles Mixtec,2002,Mixtec Penoles 2002 Edition,True,7955
3175,CPUWBT,cpu,Pichis Ashéninka,2008,New Testament in Asheninka Pichis,True,0
3176,PISWBT,pis,Pijin,2008,Solomon Islands 2007 Edition,True,7920
3179,MIOWBT,mio,Pinotepa Nacional Mixtec,2013,Pinotepa Nacional Mixtec 2013 Edition,True,7954
3181,PNYCAB,pny,Pinyin,,2017 Edition,True,7959
3184,PIRWBT,pir,Piratapuyo,1990,Piratapuyo 1990 Edition,True,0
3185,TPPTBL,tpp,Pisaflores Tepehua,2005,Pisaflores Tepehua WBT Version,True,7958
3186,PJTBSA,pjt,Pitjantjatjara,2002,2002 Edition,True,7507
3191,KTJWBT,ktj,Plapo Krumen,2003,The New Testament in Plapo,True,0
3203,PKBBTL,pkb,Upper Pokomo,2004,Pokomo 2004 Edition,True,7899
3210,POLNCV,pol,Polish,2011,Polish New Covenant Translation,True,7955
3211,POLPBG,pol,Polish,1632,Polish 1632 Polish Biblia Gdanska,True,31073
3218,POHBSG,poh,Eastern Pokomchí,2009,Poqomchi' 2009 Edition,True,7958
3219,POHPOC,poh,Eastern Pokomchí,2018,Catholic Version,True,0
3222,PORACF,por,Portuguese,,Almeida Corrigida Fiel,True,31106
3223,PORARA,por,Portuguese,1993,Almeida Revised and Updated,True,0
3224,PORARC,por,Portuguese,1898,King James Version (Portugal),True,0
3234,PORJFA,por,Portuguese,2001,Revised King James Version (Brazil),True,0
3236,PORNLH,por,Portuguese,2016,Nova Tradução na Linguagem de Hoje (Edson Tauhyl),True,0
3242,PORWTC,por,Portuguese,,2014 Edition,True,7954
3247,KVJABC,kvj,Psikye,1988,Kapsiki Bible with Deuterocanon,True,0
3250,FUFPBT,fuf,Pular,2011,Pular 2011 Edition,True,7957
3253,PWWTBS,pww,Pwo Northern Karen,2002,Pwo Northern Karen Bible Society Version,True,7936
3256,LMEABT,lme,Pévé,1985,Peve 1985 Edition,True,7957
3258,KJBSBG,kjb,Eastern Kanjobal,1989,Q'anjob'al 1989 Edition,True,7910
3260,OTQTBL,otq,Querétaro Otomi,2003,Queretaro Otomi 2003 Edition,True,0
3261,PXMBSM,pxm,Quetzaltepec Mixe,2012,Mixe Quezaltepec Bible,True,31008
3262,ZTQTBL,ztq,Quioquitani-Quierí Zapotec,2000,Quioquitani-Quierí­ Zapotec 2000 Edition,True,0
3265,RJSMTS,rjs,Rajbanshi,2009,2009 Edition,True,7955
3266,RAITBL,rai,Ramoaaina,2006,Ramoaaina 2006 Edition,True,7952
3268,RNLBIV,rnl,Ranglong,,2002 Edition,True,7957
3270,RAPWBT,rap,Rapa Nui,,WBT Version,True,0
3273,RWOWBT,rwo,Rawa,1992,The New Testament in Rawa,True,7922
3276,RELBTL,rel,Rendille,2018,2018 Edition,True,7942
3279,ZARTBL,zar,Rincón Zapotec,1971,Rincon Zapotec 1971 Edition,True,0
3282,RONBSR,ron,Romanian,2009,Romanian Interconfessional New Testament,True,7945
3284,RONWTC,ron,Romanian,2006,Romanian Easy to Read,True,7959
3287,ROLTBL,rol,Romblomanon,2017,TBL Version,True,0
3290,ROOWBT,roo,Rotokas,1982,Rotokas 1982 Edition,True,7949
3293,RUGWBT,rug,Roviana,2016,Roviana 2017 Edition,True,30643
3294,PCEHMJ,pce,Pale Palaung,2012,2012 Edition,True,0
3298,RUNBSB,run,Rundi,2007,Rundi 2007 Edition,True,7957
3300,BXRIBT,bxr,Russia Buriat,2010,Russia Buriat IBT New Testament,True,7827
3306,RUSIBS,rus,Russian,2013,Russian Central Asian Russian Version,True,0
3311,RUSS76,rus,Russian,1876,Russian 1876 Synodal Bible,True,31102
3315,RUSWTC,rus,Russian,,2014 Edition,True,0
3323,LSMBSU,lsm,Saamia,2010,Saamia 2010 Edition,True,7957
3324,SPYWBT,spy,Sabaot,1997,Sabaot 1997 Edition,True,7937
3325,HVNLAI,hvn,Sabu,2000,Sabu 2000 Edition,True,7946
3328,SCKIEM,sck,Sadri,,IEM Version,True,0
3329,APZWBT,apz,Safeyoka,1988,Safeyoka 1988 Edition,True,0
3333,QXLQSV,qxl,Salasaca Highland Quichua,2016,Salaska Highland Quichua Version,True,0
3336,SLLTBL,sll,Salt-Yui,1978,Salt-Yui 1978 Edition,True,7940
3337,LOELAI,loe,Coastal Saluan,,2002 Edition,True,7946
3342,XSBWYI,xsb,Tinà Sambal,,1999 Edition,True,7958
3343,SSXPNG,ssx,Samberigi,1991,Samberigi 1991 Edition,True,0
3344,SMOBSP,smo,Samoan,2010,Samoan BSSP Version,True,0
3346,CUKNVS,cuk,San Blas Kuna,1995,The Bible in San Blas Kuna,True,7958
3349,MAASJV,maa,San Jerónimo Tecóatl Mazatec,2012,San Jerónimo Tecuanipan Mazatec 2012 (San Jeronimo),True,7959
3358,TRQTBL,trq,San Martín Itunyoso Triqui,2009,Triqui New Testament (2009),True,0
3360,QVSTBL,qvs,San Martín Quechua,1992,San Marti­n Quechua 1992 Edition,True,7883
3361,HUVTBL,huv,San Mateo del Mar Huave,1996,San Mateo Del Mar Huave 1988 Edition,True,7958
3363,AZGTBL,azg,San Pedro Amuzgos Amuzgo,1992,San Pedro Amuzgos Amuzgo 1992 Edition,True,7957
3368,SPNBLA,spn,Sanapaná,,La Biblia de las Americas,True,0
3369,SPNDLH,spn,Sanapaná,,Nueva Biblia Latinoamericana de Hoy,True,0
3370,SPNLBV,spn,Sanapaná,,2006 Edition,True,7940
3371,SPNLPS,spn,Sanapaná,,La Palabra - Spain,True,0
3372,SPNR02,spn,Sanapaná,,,True,31102
3373,SPNSEV,spn,Sanapaná,,,True,31102
3374,SXNLAI,sxn,Sangir,2003,Sangir 2003 Edition,True,7903
3375,SAGCAR,sag,Sango,2003,Sango 2003 Edition,True,7958
3377,SNYWBT,sny,Saniyo-Hiyewe,2004,Saniyo-Hiyewe 2004 Edition,True,7876
3380,ZPIWYI,zpi,Santa María Quiegolani Zapotec,2010,Santa Mari­a Quiegolani Zapotec 2010 Edition,True,7953
3382,MZAWBT,mza,Santa María Zacatepec Mixtec,2015,Zacatepec Mixtec New Testament,True,7958
3383,COKWBT,cok,Santa Teresa Cora,2005,Santa Teresa Cora WBT Edition,True,0
3387,ZASWYI,zas,Santo Domingo Albarradas Zapotec,2010,Santo Domingo Albarradas Zapotec 2010 Edition,True,7948
3388,XSUMEV,xsu,Sanumá,2007,Sanumἀ 2007 Edition,True,0
3389,SPSWBT,sps,Saposa,2001,The New Testament in Saposa,True,0
3392,SRMWBT,srm,Saramaccan,1998,Saramaccan 1998 Edition,True,0
3394,BPSWPS,bps,Sarangani Blaan,1998,Sarangani Blaan 1998 Edition,True,7927
3396,SASLAI,sas,Sasak,2007,"Sasak Today's Sasak Version, 2007",True,7909
3406,SGWBSE,sgw,Sebat Bet Gurage,1982,Sebat Bet Gurage 1982 Edition,True,7955
3407,SEYWBT,sey,Secoya,2012,The New Testament in Secoya,True,0
3408,TVWLAI,tvw,Sedoa,2018,LAI Version,True,0
3410,SSGWBT,ssg,Seimat,2012,Seimat 2012 Edition,True,7959
3411,LIPWBT,lip,Sekpele,2008,Sekpele 2008 Edition,True,7955
3412,SNWWBT,snw,Selee,2009,Selee WBT Version,True,7959
3413,SPLWBT,spl,Selepet,1986,Selepet 1986 Edition,True,7778
3415,SDMGFA,sdm,Semandang,,2017 Edition,True,7342
3416,SEHBSM,seh,Sena,2017,Chisena New Testament,True,0
3420,IWSWBT,iws,Sepik Iwam,1989,Sepik Iwam 1989 Edition,True,7958
3428,KSBBST,ksb,Shambala,2018,1969 Edition,True,0
3434,SHKBSS,shk,Shilluk,2013,Shilluk BSS Version,True,0
3435,SHPTBL,shp,Shipibo-Conibo,2012,Shipibo-Conibo 2012 Edition,True,7959
3441,JIVAIE,jiv,Shuar,1983,Shuar 2009 Edition,True,7947
3442,SNPWBT,snp,Siane,1991,Komongu Siane New Testament,True,7953
3444,ZAATBL,zaa,Sierra de Juárez Zapotec,1970,Sierra de Juarez Zapotec 1970 Edition,True,7951
3445,NSUWBT,nsu,Sierra Negra Nahuatl,2017,Sierra Negra Nahuatl New Testament,True,7951
3448,MKSTBL,mks,Silacayoapan Mixtec,1999,Silacayoapan Mixtec 1999 Edition,True,0
3450,SMTBIV,smt,Simte,,2010 Edition,True,7957
3451,SNCPNG,snc,Sinaugoro,1995,Sinaugoro 1995 Edition,True,7958
3456,RMORAM,rmo,Sinte Romani,2010,Sinte Romani Romanes Arbeit Marburg,True,7952
3459,SNNWBT,snn,Siona,1982,The New Testament in Siona,True,7956
3460,SRIWBT,sri,Siriano,2009,Siriano 2009 Edition,True,7957
3463,SSDWBT,ssd,Siroi,1999,Siroi 1999 Edition,True,7943
3464,SLDTBL,sld,Sissala,1999,Sissala 1999 Edition,True,7928
3466,AKPWBT,akp,Siwu,2008,Siwu 2008 Edition,True,7959
3481,CSOTBL,cso,Sochiapan Chinantec,1986,Sochiapam Chinantec 1986 Edition,True,7957
3482,XOGBSU,xog,Soga,2014,Soga BSU Version,True,0
3484,SOMSIM,som,Somali,2007,Somali 2007 Edition,True,31102
3485,BMUPNG,bmu,Burum-Mindik,2002,Somba-Siawari New Testament and Portions,True,7956
3492,AZBEMV,azb,South Azerbaijani,2009,South Azerbaijani 2009 Version,True,0
3495,QUHSBB,quh,South Bolivian Quechua,1993,South Bolivian Quechua 1993 Edition,True,0
3498,FALTBL,fal,South Fali,1975,South Fali 1975 Edition,True,7957
3508,NPLWYI,npl,"Nahuatl, Southeastern Puebla",2011,Southeastern Puebla Nahuatl WBT Version,True,0
3510,STPTBL,stp,Southeastern Tepehuan,2007,Southeastern Tepehuan 2007 Edition,True,0
3512,ALTIBT,alt,Southern Altai,2003,Southern Altai 2003 Edition,True,7950
3517,BIVWBT,biv,Southern Birifor,2006,Southern Birifor 2006 Edition,True,0
3519,BWQBFO,bwq,Southern Bobo Madaré,1981,New Testament in Bobo-fing,True,0
3520,BWQBSB,bwq,Southern Bobo Madaré,2004,Southern Bobo Madaré 2004 Edition,True,7946
3522,QXOLLB,qxo,Southern Conchucos Ancash Quechua,2002,Southern Conchucos Ancash Quechua 2002 Edition,True,7531
3523,DGABIV,dga,Southern Dagaare,,2015 Edition,True,7957
3529,KSSBSL,kss,Southern Kisi,1991,The New Testament in Southern Kisi,True,0
3531,NNWWBT,nnw,Southern Nuni,1999,Southern Nuni 1999 Edition,True,7954
3533,QUPTBL,qup,Southern Pastaza Quechua,1997,Southern Pastaza Quechua 1997 Edition,True,7728
3534,MITTBL,mit,Southern Puebla Mixtec,1978,Southern Puebla Mixtec 1978 Edition,True,7953
3538,SBDABB,sbd,Southern Samo,1995,Southern Samo 1995 Edition,True,7920
3545,GSOCAR,gso,Southwest Gbaya,2005,Southwest Gbaya 2005 Edition,True,7958
3547,NWIWBT,nwi,Southwest Tanna,2012,The New Testament in Nivhaar,True,7949
3548,DIKTBL,dik,Southwestern Dinka,2006,Southwestern Dinka 2006 Edition,True,7953
3582,SRNBSS,srn,Sranan,2002,Sranan Tongo 2002 Edition,True,7941
3587,ARBIBS,arb,Standard Arabic,2005,The Book of Life,True,0
3595,ARBWTC,arb,Standard Arabic,"2009, 2016",Easy to Read Version,True,0
3601,SWPPNG,swp,Suau,1998,Suau 1998 Edition,True,7958
3604,TGOTBL,tgo,Sudest,2014,Sudest New Testament,True,0
3606,SUEWBT,sue,Suena,2011,Suena 2011 Edition,True,7938
3609,SUKTBL,suk,Sukuma,1997,Sukuma 1997 Edition,True,7872
3613,SUNIBS,sun,Sunda,1997,Sundanese Formal Version,True,7957
3614,SUNTSV,sun,Sunda,1991,Sundanese Today's Version,True,0
3615,SUZWBT,suz,Sunwar,2011,The Bible in Sunwar,True,31104
3616,SPPTBL,spp,Supyire Senoufo,2008,Supyire Senoufo 2008 Edition,True,0
3619,SGZWBT,sgz,Sursurunga,2009,Sursurunga 2009 Edition,True,7947
3622,SUSPBT,sus,Susu,2010,The Bible in Susu,True,7957
3634,SWES17,swe,Swedish,1917,Swedish 1917 Swedish Bible,True,0
3635,SWESFB,swe,Swedish,1998,Swedish 1998 Stiftelsen Svenska Folkbibeln Version,True,31170
3636,SWESFV,swe,Swedish,2015,2015 Stiftelsen Svenska Folkbibeln,True,31153
3646,TAPWFW,tap,Taabwa,2006,The New Testament in Taabwa,True,7958
3648,TBYLAI,tby,Tabaru,2008,"Tabaru Today's Tabaru Version, 2008",True,7896
3649,CHFTBL,chf,Tabasco Chontal,1977,Tabasco Chontal 1977 Edition,True,0
3650,TABIBT,tab,Tabassaran,2010,New Testament and Old Testament Portions,True,7879
3652,KNVPNG,knv,Tabo,2006,Tabo Fly River Dialect Version,True,7949
3653,TNATBL,tna,Tacana,,2009 Edition,True,7929
3657,SHIRBD,shi,Tachelhit,1998,United Bible Society Version,True,0
3665,TGLPBS,tgl,Tagalog,1980,Tagalog New Testament,True,7946
3667,TGLTAB,tgl,Tagalog,1905,The Old Bible,True,31102
3673,BLTEPI,blt,Tai Dam,,2013 Edition,True,7943
3678,TGKIBT,tgk,Tajiki,2010,Portions of the Bible in Tajik,True,0
3681,TBCPNG,tbc,Takia,1999,Takia 1999 Edition,True,0
3682,NHOTCT,nho,Takuu,2009,The New Testament in the Takuu language,True,7955
3684,TLJWBT,tlj,Talinga-Bwisi,2017,Talinga-Bwisi New Testament,True,7959
3686,TAQWBT,taq,Tamasheq,2003,Tamasheq 2003 Edition,True,7956
3693,TPMWBT,tpm,Tampulma,1999,Tampulma 1999 Edition,True,30835
3696,TGPWBT,tgp,Tangoa,2009,The New Testament in Tangoa,True,7957
3706,TAVWBT,tav,Tatuyo,2009,Tatuyo 2009 Edition,True,7909
3709,TBOWBT,tbo,Tawala,1985,Tawala 1985 Edition,True,7952
3714,CTDBIV,ctd,Tedim Chin,2014,Zokam Standard Version,True,7957
3717,CTDZIV,ctd,Tedim Chin,,1994 Zokam International Version,True,7956
3718,TTCWBT,ttc,Tektiteko,2003,Tektiteko 2003 Edition,True,7959
3719,TLFWBT,tlf,Telefol,1988,Telefol 1988 Edition,True,7943
3727,TBTWBT,tbt,Tembo,2018,2017 Edition,True,0
3728,QUWHLE,quw,Tena Lowland Quichua,1982,Tena Lowland Quichua 1982 Revision,True,7958
3730,PAHTBL,pah,Tenharim,1996,Tenharim 1996 Edition,True,7881
3731,CNTTBL,cnt,Tepetotutla Chinantec,1994,Tepetotutla Chinantec 1994 Edition,True,7948
3734,TEDWYI,ted,Tepo Krumen,,1995 Edition,True,7935
3735,TTRIBT,ttr,Tera,,2001 Edition,True,7952
3736,TERTBL,ter,Terêna,1994,Tereno 1994 Edition,True,7958
3737,TFRWBT,tfr,Teribe,2008,Teribe 2008 Edition,True,7637
3738,TWULAI,twu,Termanu,2004,"Termanu Today's Rote Version, 2004",True,7946
3739,TEOBSU,teo,Teso,1961,Teso 1961 Edition,True,7958
3746,ZPZTBL,zpz,Texmelucan Zapotec,2004,Texmelucan Zapotec 2004 Edition,True,0
3747,MXBMVR,mxb,Tezoatlán Mixtec,2006,Mixtec de Tezoatlan 2006 Edition,True,7958
3749,THAKJV,tha,Thai,2003,Thai King James Version,True,7957
3752,THATSV,tha,Thai,2011,Thai Standard Version,True,7945
3753,THKBTL,thk,Tharaka,2002,Tharaka 2002 Edition,True,7932
3758,TCATBL,tca,Ticuna,1986,Ticuna 1986 Edition,True,7742
3762,TIKWYI,tik,Tikar,1989,Tikar 1989 Edition,True,0
3764,TIMWBT,tim,Timbe,,1987 Edition,True,7925
3765,TEMBSL,tem,Themne,2010,Temne BSSL Version,True,7957
3766,TIHBSM,tih,Timugon Murut,,2013 Edition,True,34555
3770,TPZWBT,tpz,Tinputz,2004,Tinputz 2005 Edition,True,7945
3774,TPTTBL,tpt,Tlachichilco Tepehua,2004,Tlachichilco Tepehua 2004 Edition,True,7957
3781,TOBBSA,tob,Toba,2012,Toba Qom Bible (2012),True,0
3783,TNGUBS,tng,Tobanga,1978,Tobanga New Testament,True,0
3784,TLBLAI,tlb,Tobelo,2002,Tobelo 2002 Edition,True,0
3787,TPIPNG,tpi,Tok Pisin,1989,Tok Pisin 1989 Edition,True,30362
3788,JICWBT,jic,Tol,2008,Tol 2008 Edition,True,7922
3791,TXATBL,txa,Tombonuwo,2002,Tombonuo 2002 Edition,True,7954
3794,TONBSP,ton,Tongan,,BSP Version,True,7957
3798,SDALAI,sda,Toraja-Sa'dan,2009,Toraja-Sa'dan 2009 Edition,True,7907
3799,DTSABM,dts,Toro So Dogon,1995,Toro So Dogon 1995 Edition,True,7857
3802,ALSABV,als,Tosk Albanian,,Albanian Bible Version,True,0
3804,ALSBSA,als,Tosk Albanian,,Interconfessional Version,True,7958
3814,MTOTBL,mto,Totontepec Mixe,,1990 Edition,True,7958
3816,NEBWYI,neb,Toura,2004,Toura (Côte d’Ivoire) 2004 Edition,True,7881
3817,TRNNTM,trn,Trinitario,2002,Trinitario 2002 Edition,True,0
3818,TRIUFM,tri,Trió,2014,Trio New Testament (2014),True,0
3822,CASNTM,cas,Tsimané,1997,Tsimané New Tribes Mission,True,0
3829,TSVBSG,tsv,Tsogo,2018,1983 Edition,True,0
3833,TSCBSM,tsc,Tswa,1972,1972 Edition,True,0
3843,TUOWBT,tuo,Tucano,2005,Tucano 2005 Edition (Colombia),True,7939
3845,TMCBIV,tmc,Tumak,1988,Tumak New Testament,True,7959
3847,TUWBSM,tum,Tumbuka,1987,Tumbuka Bible Mazgu ya Chiuta 2002,True,0
3848,SILGIL,sil,Tumulung Sisaala,1984,Tumulung Sisaala 1984 Edition,True,7912
3849,LCMPNG,lcm,Tungag,2011,Tungag 2011 Edition,True,7948
3851,TUIABC,tui,Tupuri,2006,Tupuri 2004 Edition,True,0
3860,TUKIBT,tuk,Turkmen,2016,Turkish Bible (2016),True,30867
3864,TYVIBT,tyv,Tuvin,2011,Tuvinian 2011 Edition,True,7951
3865,IFKTBL,ifk,Tuwali Ifugao,2004,Tuwali Ifugao 2004 Edition,True,7759
3866,BOVWBT,bov,Tuwuli,2008,Tuwuli 2008 Edition,True,7957
3867,TUEWBT,tue,Tuyuca,2004,Tuyuca 2004 Edition,True,7956
3868,KCGWBT,kcg,Tyap,2015,The New Testament in Tyap,True,7952
3871,TZJIBS,tzj,Eastern Tzutujil,,1992 Edition,True,0
3873,TZJWYI,tzj,Eastern Tzutujil,,1992 Edition,True,7905
3881,TZTIBS,tzo,Venustiano Carranza Tzotzil,1990,"Tzutujil, Western 1990 Edition",True,0
3882,TZTWBT,tzo,Venustiano Carranza Tzotzil,2008,2008 Edition,True,7906
3885,TZESBM,tze,Chenalhó Tzotzil,,1997 Edition,True,0
3887,AOZLAI,aoz,Uab Meto,2000,Uab Meto 2000 Edition,True,7953
3889,UBRTBL,ubr,Ubir,2011,Ubir New Testament and Genesis,True,7946
3890,CPBWBT,cpb,Ucayali-Yurúa Ashéninka,2012,Ucayali-Yura Ashninka New Testament,True,0
3891,UDMIBT,udm,Udmurt,2016,Udmurt New Testament,True,7955
3892,UDUSIM,udu,Uduk,2007,Uduk 2007 Edition,True,0
3895,UIGUMK,uig,Uyghur,2005,The New Testament in Modern Uyghur,True,0
3900,UKRO30,ukr,Ukrainian,1962,Ukrainian 1930 Bible,True,31103
3901,PPKLAI,ppk,Uma,1996,Uma 1996 Edition,True,7941
3902,GDNPNG,gdn,Umanakaina,1999,Umanakaina 1999 Edition,True,7933
3903,UBUAND,ubu,Umbu-Ungu,,1998 Edition,True,7738
3910,DUEWBT,due,Umiray Dumaget Agta,,WBT Version,True,7957
3918,URKTBS,urk,Urak Lawoi',1998,Urak Lawoi' 1998 Edition,True,7922
3919,URATBL,ura,Urarina,2006,Urarina 2006 Edition,True,7752
3926,URDWTC,urd,Urdu,2006,Urdu Easy-to-Read Bible,True,7900
3929,URHUBS,urh,Urhobo,1977,Urhobo New Testament,True,0
3931,UPVWBT,upv,Uripiv-Wala-Rano-Atchin,,2006 Edition,True,0
3932,URBWBT,urb,Urubú-Kaapor,2012,The New Testament in Kaapor,True,7869
3933,WNUPNG,wnu,Usan,2001,Usan 2001 Edition,True,7940
3934,USAWBT,usa,Usarufa,1980,New Testament in Usarufa,True,7950
3935,CUCTBL,cuc,Usila Chinantec,1985,Usila Chinantec 1994 Edition,True,7956
3936,USPWBT,usp,Uspanteco,1999,Uspanteco 1999 Edition,True,0
3939,VAGWBT,vag,Vagla,1977,Vagla 1977 Edition,True,7958
3940,VAIBSL,vai,Vai,2002,Vai Bible,True,0
3946,BAVWBT,bav,Vengo,1993,Vengo 1993 Edition,True,7957
3949,VIECOV,vie,Vietnamese,1924,1924 Khoi-Cadman,True,0
3951,VIELHG,vie,Vietnamese,1971,Vietnamese LHG Version,True,7954
3956,VIEVOV,vie,Vietnamese,1926,Vietnamese Old Version (1926),True,31059
3958,VIEWTC,vie,Vietnamese,2006,Vietnamese Easy to Read Bible,True,31081
3961,RMYCVV,rmy,Vlax Romani,2007,Vlax Romani Chilean Vlax Version,True,7967
3964,VUNBST,vun,Vunjo,1999,Vunjo 1999 Edition,True,7957
3967,WWAWYI,wwa,Waama,1994,Waama 1994 Edition,True,0
3968,WAJWBT,waj,Waffa,1975,Waffa 1975 Edition,True,7953
3971,RROPNG,rro,Waima,2002,Waima 2002 Edition,True,7957
3973,BAOWBT,bao,Waimaha,,2010 Edition,True,7940
3974,WAWUFM,waw,Waiwai,2001,UaiUai New Testament,True,0
3977,WLXBIV,wlx,Wali,2009,Wali (Ghana) New Testament,True,31102
3979,COUWBT,cou,Wamey,2018,WBT Version,True,0
3982,MFIWYI,mfi,Wandala,1988,Wandala 1988 Edition,True,0
3983,WNCPNG,wnc,Wantoat,2001,Wantoat 2001 Edition,True,7934
3986,WAPWYI,wap,Wapishana,,2012 Edition,True,7949
3987,WBABIV,wba,Warao,2004,Warao 2004 Edition,True,0
3989,WARSPV,war,Waray-Waray,1984,Waray (Philippines) 1984 Popular Version,True,7918
3990,WRSPNG,wrs,Waris,2002,New Testament in Waris,True,0
3993,WSKPNG,wsk,Waskia,2014,Waskia 2011 Edition,True,7956
3995,WAYWTV,way,Wayana,1979,Wayana 1979 Edition,True,7957
3996,GUCTBL,guc,Wayuu,2002,Wayuu 2002 Edition,True,7621
4008,WERWBT,wer,Weri,1984,Weri 1984 Edition,True,7951
4011,KEWPNG,kew,West Kewa,2004,West Kewa 2004 Edition,True,7958
4018,GNWNTM,gnw,Western Bolivian Guaraní,1984,Western Bolivian Guarani New Testament (1984),True,7945
4021,MBBWPS,mbb,Western Bukidnon Manobo,2001,Western Bukidnon Manobo New Testament,True,30206
4024,CTPTBL,ctp,Western Highland Chatino,,1992 Edition,True,0
4026,NHWTBL,nhw,Western Huasteca Nahuatl,2005,Western Huasteca Nahuatl 2005 Edition,True,7952
4027,KNJAEM,knj,Western Kanjobal,2016,Western Kanjobal 2016 Edition,True,30871
4028,KNJSBI,knj,Western Kanjobal,2001,Western Kanjobal 2001 Edition,True,7922
4030,KYUBSM,kyu,Western Kayah,,2009 Edition,True,7959
4032,KRWBSL,krw,Western Krahn,1999,Krahn: Western First New Testament,True,0
4034,FUHSIM,fuh,Western Niger Fulfulde,2012,New Testament in Fulfulde Birkina,True,0
4042,TWBOMF,twb,Western Tawbuid,2016,Western Tawbuid New Testament,True,7958
4043,ZABTBL,zab,San Juan Guelavía Zapotec,1995,San Juan Guelavia Zapotec 1995 Edition,True,0
4047,MTPKCV,mtp,Wichí Lhamtés Nocten,2010,Kenneth Claesson Version,True,7958
4049,GDRPNG,gdr,Wipi,2001,Wipi 2001 Edition,True,7956
4051,WIUWBT,wiu,Wiru,,1992 Edition,True,7950
4052,WALSIM,wal,Wolaytta,2004,Wolaytta 2004 Edition (Latin),True,30709
4059,NOAWBT,noa,Woun Meu,2011,New Testament in Wounaan,True,7957
4068,WUVWBT,wuv,Wuvulu-Aua,2004,Wuvulu-Aua 2004 Edition,True,7941
4069,WOBWBT,wob,Wè Northern,2010,We Northern 2010 Edition,True,7928
4070,KAOABM,kao,Xaasongaxango,2006,Xaasongaxango 2006 Edition,True,7946
4072,XAVTBL,xav,Xavánte,2004,The New Testament in Xavante,True,7428
4079,YADTBL,yad,Yagua,1994,The New Testament in Yagua,True,7870
4084,YBABSN,yba,Yala,1979,Yala Bible,True,0
4085,YALPBT,yal,Yalunka,2008,Yalunka 2008 Edition,True,7955
4086,ZPUTBL,zpu,Yalálag Zapotec,2000,Yalalag Zapotec 2000 Edition,True,7958
4087,YAMWBT,yam,Yamba,1992,Yamba 1992 Edition,True,0
4088,YATCAB,yat,Yambeta,2016,Version: Nɛsɔ́g nɛ́ Nɛwa,True,7935
4089,YAATBL,yaa,Yaminahua,2003,The New Testament in Yaminahua,True,7918
4090,AMETBL,ame,Yanesha',2008,Yanesha' 2014 Edition,True,0
4091,GUUMJR,guu,Yanomamö,2008,Yanomamö New Testament,True,0
4092,YAOBSM,yao,Yao,2013,Yao 2008 Edition,True,0
4093,YRESCB,yre,Yaouré,,1999 Edition,True,7955
4096,YAQTBL,yaq,Yaqui,2003,Yaqui New Testament (2003),True,0
4098,YRBTBL,yrb,Yareba,1987,Yareba 1987 Edition,True,7875
4099,ZAEWBT,zae,Yareni Zapotec,2011,Yareni Zapotec WBT Version,True,7956
4100,ZTYTBL,zty,Yatee Zapotec,2002,Yatee Zapotec 2002 Edition,True,0
4102,YUWPNG,yuw,Yau,1997,Yau (Morobe Province) 1997 Edition,True,7953
4104,YVATBL,yva,Yawa,2011,Yawa 2011 Edition,True,7950
4105,YBYWBT,yby,Yaweyuha,1982,Yaweyuha WBT Version,True,7884
4107,YLEWBT,yle,Yele,,1998 Edition,True,0
4109,YSSYYV,yss,Yessan-Mayo,2004,Yessan-Mayo 2004 Edition,True,7955
4110,YS1YWV,yss,Yessan-Mayo,1996,1996 Edition,True,0
4112,PIBWBT,pib,Yine,2008,The New Testament in Yine,True,7958
4115,ZYBNBP,zyb,Yongbei Zhuang,2016,Yongbei Zhuang 2016 Edition,True,0
4116,YONPNG,yon,Yonggom,2003,Yonggom 2003 Edition,True,7954
4117,YUTWBT,yut,Yopno,2010,Yopno 2010 Edition,True,7946
4119,YORBSN,yor,Yoruba,2004,The Bible in Yoruba (2004),True,0
4124,MPMTBL,mpm,Yosondúa Mixtec,2010,"Mixtec, Yosondúa 2010 Edition",True,7951
4125,YUASBM,yua,Yucatán Maya,1992,Maya 1992 Edition,True,0
