ISO	NAM_LABEL	LMP_LON	LMP_LAT	GENEALOGY
gui	Eastern Bolivian Guaraní	-62.98948	-20.11726	Tupian, Tupí-Guaraní, Guaraní, Guaraní, Bolivian Guaraní
guj	Gujarati	71.40448	22.53507	Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Gujarati
guk	Gumuz	35.74467	11.08268	Nilo-Saharan, Komuz, Gumuz
gul	Sea Island Creole English	-79.6036	33.66324	Creole, English based, Atlantic, Eastern, Northern
gum	Guambiano	-76.58197	2.55849	Paezan, Coconuco
gun	Mbyá Guaraní	-46.96306	-23.90381	Tupian, Tupí-Guaraní, Guaraní, Guaraní
guo	Guayabero	-71.84405	2.8969	Guajiboan
gup	Gunwinggu	133.35778	-12.33983	Australian, Gunwingguan, Gunwinggic
guq	Aché	-56.46968	-25.58653	Tupian, Tupí-Guaraní, Guaraní
gur	Farefare	-0.8471	10.78287	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Northwest
gus	Guinean Sign Language	-13.674	9.553	Deaf sign language
gut	Maléku Jaíka	-84.73181	10.74849	Chibchan, Chibchan B, Votic
guu	Yanomamö	-65.01963	2.27146	Yanomaman
guv	Gey	13.58095	9.37513	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Gueve
guw	Gun	2.62055	6.51257	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe, Aja
gux	Gourmanchéma	1.00775	12.07232	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Gurma
guz	Gusii	34.76751	-0.78872	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Logooli-Kuria (E.42)
gva	Guana	-58.06545	-21.98031	Mascoyan
gvc	Guanano	-69.49946	1.09898	Tucanoan, Eastern Tucanoan
gve	Duwet	146.84068	-6.45752	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Lower, Busu
gvf	Golin	144.8505	-6.2249	Trans-New Guinea, Chimbu-Wahgi, Chimbu
gvj	Guajá	-46.36829	-3.93574	Tupian, Tupí-Guaraní, Wayampí, Amanayé
gvl	Gulay	17.31512	9.06629	Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper
gvm	Gurmana	6.79456	10.14865	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Baushi-Gurmana
gvn	Kuku-Yalanji	145.18837	-16.00359	Australian, Pama-Nyungan, Yalandyic
gvo	Gavião do Jiparaná	-61.67521	-10.7235	Tupian, Mondé, Aruá
gvp	Pará Gavião	-49.02173	-4.91161	Jean, Northern, Timbira
gvr	Western Gurung	84.31816	28.22054	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, West Bodish, Gurung-Tamang, Gurungic
gvs	Gumawana	150.7623	-9.28497	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Gumawana
gvy	Guyani	137.661	-34.739	Australian, Pama-Nyungan, South-West, Yura
gwa	Mbato	-3.70421	5.34421	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Potou
gwb	Gwa	9.11434	10.30688	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Jarawan, Nigerian
gwc	Kalami	72.57384	35.53033	Indo-European, Indo-Iranian, Indo-Aryan, Northwestern zone, Dardic, Kohistani
gwd	Gawwada	37.2737	5.37869	Afro-Asiatic, Cushitic, East, Dullay
gwe	Gweno	37.68273	-3.68407	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Chaga (E.65)
gwf	Gowro	73.12333	35.12434	Indo-European, Indo-Iranian, Indo-Aryan, Northwestern zone, Dardic, Kohistani
gwg	Moo	11.20399	9.44081	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Waja-Jen, Jen
gwi	Gwich'in	-139.80541	67.63566	Eyak-Athabaskan, Athabaskan, Northern Athabaskan
gwj	/Gwi	21.94314	-22.27083	Khoisan, Southern Africa, Central, Tshu-Khwe, Southwest
gwn	Gwandara	7.49931	9.20464	Afro-Asiatic, Chadic, West, A, A.1
gwr	Gwere	33.82265	1.11392	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Nyoro-Ganda (E.17)
gwt	Gawar-Bati	71.49753	35.0979	Indo-European, Indo-Iranian, Indo-Aryan, Northwestern zone, Dardic, Kunar
gwu	Guwamu	148.86722	-27.82887	Australian, Pama-Nyungan, Maric
gww	Kwini	126.56181	-14.25155	Australian, Worrorran
gwx	Gua	0.16932	6.52106	Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, South Guang
gxx	Wè Southern	-7.63427	6.50013	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Wee, Guere-Krahn
gya	Northwest Gbaya	15.23844	6.1024	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Northwest
gyb	Garus	145.68321	-4.9222	Trans-New Guinea, Madang, Croisilles, Hanseman
gyd	Kayardild	139.48903	-17.06954	Australian, Tangic
gye	Gyem	9.23923	10.41095	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Jera
gyf	Gungabula	148.60445	-25.68965	Australian, Pama-Nyungan, Maric
gyg	Gbayi	21.97066	5.57378	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Ngbandi
gyi	Gyele	10.34709	2.82272	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Makaa-Njem (A.801)
gym	Ngäbere	-81.88204	8.68387	Chibchan, Chibchan A, Guaymiíc
gyn	Guyanese Creole English	-58.01247	6.59108	Creole, English based, Atlantic, Eastern, Southern
gyr	Guarayu	-61.69335	-15.82467	Tupian, Tupí-Guaraní, Guarayú
gyy	Gunya	145.86184	-27.06423	Australian, Pama-Nyungan, Maric
gza	Ganza	35.13733	10.29907	Afro-Asiatic, Omotic, North, Mao, West
gzi	Gazi	49.45528	34.03574	Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Central Iran
gzn	Gane	127.97604	-0.42618	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, South Halmahera, East Makian-Gane
haa	Han	-141.29456	64.87146	Eyak-Athabaskan, Athabaskan, Northern Athabaskan
hab	Hanoi Sign Language	105.8339	21.02446	Deaf sign language
hac	Gurani	44.4956	36.83768	Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Zaza-Gorani
had	Hatam	134.03715	-1.13531	Language isolate
hae	Eastern Oromo	41.43953	8.67428	Afro-Asiatic, Cushitic, East, Oromo
haf	Haiphong Sign Language	106.68927	20.8537	Deaf sign language
hag	Hanga	-1.57833	9.33929	Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Northern, Oti-Volta, Western, Southeast
hah	Hahon	154.80129	-5.59031	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Nehan-North Bougainville, Saposa-Tinputz
haj	Hajong	89.88731	25.52006	Indo-European, Indo-Iranian, Indo-Aryan, Eastern zone, Bengali-Assamese
hak	Hakka Chinese	114.99321	24.58243	Sino-Tibetan, Chinese
hal	Halang	107.57379	14.60822	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, North Bahnaric, West, Jeh-Halang
ham	Hewa	142.55148	-5.03635	Sepik, Sepik Hill, Sanio
han	Hangaza	30.70739	-2.52347	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Ruanda-Rundi (D.65)
hao	Hakö	154.59388	-5.06832	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Nehan-North Bougainville, Buka, Halia
hap	Hupla	139.16433	-4.36349	Trans-New Guinea, West, Dani, Dani Proper
haq	Ha	30.48943	-3.77873	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Ruanda-Rundi (D.66)
har	Harari	42.13324	9.30485	Afro-Asiatic, Semitic, South, Ethiopian, South, Transversal, Harari-East Gurage
has	Haisla	-128.60159	53.96401	Wakashan, Northern Wakashan
hat	Haitian Creole French	-73.04597	18.32514	Creole, French based
hau	Hausa	7.18939	11.91098	Afro-Asiatic, Chadic, West, A, A.1
hav	Havu	28.86235	-1.99975	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Shi-Hunde (D.52)
haw	Hawaiian	-155.42995	19.62965	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, East, Central, Marquesic
hax	Southern Haida	-132.00834	53.26164	Haida
hay	Haya	31.4846	-1.70878	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Haya-Jita (E.22)
haz	Hazaragi	66.94109	34.35039	Indo-European, Indo-Iranian, Iranian, Western, Southwestern, Persian
hba	Hamba	24.22995	-2.49047	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, C, Tetela (C.71)
hbb	Huba	13.13902	10.35439	Afro-Asiatic, Chadic, Biu-Mandara, A, A.2, 2
hbn	Heiban	30.52819	11.29079	Niger-Congo, Kordofanian, Heiban, West-Central, Central, Ebang-Logol, Ebang-Laru
hbo	Ancient Hebrew	35.17248	31.77607	Afro-Asiatic, Semitic, Central, South, Canaanite
hbu	Habu	125.96468	-8.76565	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor
hca	Andaman Creole Hindi	92.738	11.676	Creole, Hindi based
hch	Huichol	-104.06228	21.95399	Uto-Aztecan, Southern Uto-Aztecan, Corachol-Aztecan, Cora-Huichol
hdn	Northern Haida	-132.08441	53.97409	Haida
hds	Honduras Sign Language	-87.224	14.622	Deaf sign language
hdy	Hadiyya	37.75771	7.57377	Afro-Asiatic, Cushitic, East, Highland
hea	Northern Qiandong Hmong	108.16223	26.63375	Hmong-Mien, Hmongic, Qiandong
heb	Hebrew	35.01788	31.10565	Afro-Asiatic, Semitic, Central, South, Canaanite
hed	Herdé	14.92668	9.14343	Afro-Asiatic, Chadic, Masa
heg	Helong	123.37692	-10.26465	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor
heh	Hehe	35.72547	-7.71572	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, G, Bena-Kinga (G.62)
hei	Heiltsuk	-127.22139	51.70454	Wakashan, Northern Wakashan, Kwakiutlan
hem	Hemba	27.59128	-7.77459	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, L, Luba (L.34)
her	Herero	19.19169	-20.69872	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, R, Herero (R.30)
hgm	Hai//om	17.02985	-19.76371	Khoisan, Southern Africa, Central, Hainum
hgw	Haigwai	150.25556	-10.27409	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Are-Taupota, Taupota
hhr	Kerak	-16.68566	12.36518	Niger-Congo, Atlantic-Congo, Atlantic, Northern, Bak, Jola, Jola Proper, Jola Central, Her-Ejamat
hia	Lamang	13.7362	11.02429	Afro-Asiatic, Chadic, Biu-Mandara, A, A.4, Lamang
hib	Hibito	-77.69999	-6.58333	Cholonan
hid	Hidatsa	-102.52777	47.75341	Siouan-Catawban, Siouan, Missouri River Siouan
hif	Fijian Hindustani	177.77228	-17.81477	Indo-European, Indo-Iranian, Indo-Aryan, East Central zone
hig	Kamwe	13.51362	10.64603	Afro-Asiatic, Chadic, Biu-Mandara, A, A.3
hih	Pamosu	145.28827	-4.69874	Trans-New Guinea, Madang, Croisilles, Pihom, Tiboran
hii	Hinduri	77.144	31.016	Indo-European, Indo-Iranian, Indo-Aryan, Northern zone, Western Pahari
hij	Hijuk	10.90806	4.39641	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Bafia (A.501)
hik	Seit-Kaitetu	128.06828	-3.6111	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay, West, Asilulu
hil	Hiligaynon	122.97428	10.40179	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bisayan, Central, Peripheral
hin	Hindi	79.78701	23.13376	Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Western Hindi, Hindustani
hio	Tsoa	25.84771	-22.81806	Khoisan, Southern Africa, Central, Tshu-Khwe, Northeast
hir	Himarimã	-64.70047	-6.25217	Unclassified
hiw	Hiw	166.55592	-13.13907	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu
hix	Hixkaryána	-58.80153	-0.16265	Cariban, Waiwai
hka	Kahe	37.57586	-3.51412	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Chaga (E.64)
hke	Hunde	28.93083	-1.46762	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Shi-Hunde (D.51)
hla	Halia	154.66185	-5.26603	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Nehan-North Bougainville, Buka, Halia
hlb	Halbi	81.37417	20.30812	Indo-European, Indo-Iranian, Indo-Aryan, Eastern zone, Bengali-Assamese
hld	Halang Doan	108.20014	15.03123	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, North Bahnaric, West, Duan
hlt	Nga La	94.958	24.429	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Southern
hma	Southern Mashan Hmong	106.30772	25.33586	Hmong-Mien, Hmongic, Chuanqiandian
hmb	Songhay	0.22932	14.34761	Nilo-Saharan, Songhai, Southern
hmc	Central Huishui Hmong	106.71949	26.041	Hmong-Mien, Hmongic, Chuanqiandian
hmd	Northeastern Dian Hmong	104.06038	27.86819	Hmong-Mien, Hmongic, Chuanqiandian
hme	Eastern Huishui Hmong	106.83166	25.9942	Hmong-Mien, Hmongic, Chuanqiandian
hmf	Hmong Don	104.58933	21.52109	Hmong-Mien, Hmongic, Chuanqiandian
hmg	Southwestern Guiyang Hmong	106.00333	26.18029	Hmong-Mien, Hmongic, Chuanqiandian
hmh	Southwestern Huishui Hmong	106.56133	26.04357	Hmong-Mien, Hmongic, Chuanqiandian
hmi	Northern Huishui Hmong	107.10232	26.32588	Hmong-Mien, Hmongic, Chuanqiandian
hmj	Chonganjiang Hmong	107.82312	26.85419	Hmong-Mien, Hmongic, Chuanqiandian
hml	Luopohe Hmong	107.158	26.81833	Hmong-Mien, Hmongic, Chuanqiandian
hmm	Central Mashan Hmong	106.39604	25.60046	Hmong-Mien, Hmongic, Chuanqiandian
hmo	Hiri Motu	147.08332	-9.33333	Pidgin, Motu based
hmp	Northern Mashan Hmong	106.53044	25.77231	Hmong-Mien, Hmongic, Chuanqiandian
hmq	Eastern Qiandong Hmong	109.04627	26.49663	Hmong-Mien, Hmongic, Qiandong
hmr	Hmar	93.54971	24.75338	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Central
hms	Southern Qiandong Hmong	108.53274	25.6618	Hmong-Mien, Hmongic, Qiandong
hmt	Hamtai	146.22672	-7.54975	Trans-New Guinea, Angan, Nuclear Angan
hmu	Hamap	124.52187	-8.26749	Trans-New Guinea, West, Timor-Alor-Pantar, Alor-Pantar, Alor
hmv	Hmong Dô	104.18156	22.79616	Hmong-Mien, Hmongic, Chuanqiandian
hmw	Western Mashan Hmong	106.12205	25.65179	Hmong-Mien, Hmongic, Chuanqiandian
hmy	Southern Guiyang Hmong	106.48084	26.39021	Hmong-Mien, Hmongic, Chuanqiandian
hmz	Hmong Shua	105.08171	23.22649	Hmong-Mien, Hmongic, Chuanqiandian
hna	Mina	13.84054	10.38053	Afro-Asiatic, Chadic, Biu-Mandara, A, A.7
hnd	Southern Hindko	72.17018	33.21215	Indo-European, Indo-Iranian, Indo-Aryan, Northwestern zone, Lahnda
hne	Chhattisgarhi	82.04833	20.36015	Indo-European, Indo-Iranian, Indo-Aryan, East Central zone
hnh	//Ani	22.90878	-19.09658	Khoisan, Southern Africa, Central, Tshu-Khwe, Northwest
hni	Hani	102.78667	22.98235	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern
hnn	Hanunoo	121.2212	12.41589	Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, South Mangyan, Hanunoo
hno	Northern Hindko	73.3844	34.32024	Indo-European, Indo-Iranian, Indo-Aryan, Northwestern zone, Lahnda
hns	Caribbean Hindustani	-55.652	5.885	Indo-European, Indo-Iranian, Indo-Aryan, Eastern zone, Bihari
hnu	Hung	104.75588	18.71569	Austro-Asiatic, Mon-Khmer, Viet-Muong, Cuoi
hoa	Hoava	157.59496	-8.19679	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West
hob	Mari	145.82807	-5.97399	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper, Mountain
hoc	Ho	85.78569	22.2824	Austro-Asiatic, Munda, North Munda, Kherwari, Mundari
hod	Holma	13.19949	9.96843	Afro-Asiatic, Chadic, Biu-Mandara, A, A.8
hoe	Horom	8.98482	9.05742	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Southeastern
hoh	Hobyót	52.95819	17.24559	Afro-Asiatic, Semitic, South, South Arabian
hoi	Holikachuk	-159.83143	62.72662	Eyak-Athabaskan, Athabaskan, Northern Athabaskan
hoj	Harauti	75.83659	24.85464	Indo-European, Indo-Iranian, Indo-Aryan, Central zone, Rajasthani, Unclassified
hol	Holu	17.63483	-8.30943	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, L, Pende (L.12)
hom	Homa	28.00387	4.97912	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, D, Bira-Nyali (D.304)
hoo	Holoholo	28.32738	-5.37545	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, D, Lega-Holoholo (D.28)
hop	Hopi	-110.53483	35.76526	Uto-Aztecan, Northern Uto-Aztecan
hor	Horo	18.378	9.239	Nilo-Saharan, Central Sudanic, West, Bongo-Bagirmi, Sara-Bagirmi, Sara, Sara Proper
hos	Ho Chi Minh City Sign Language	106.68073	10.78646	Deaf sign language
hot	Hote	146.86873	-7.07708	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, South, Hote-Buang, Hote
hov	Hovongan	113.89708	0.9841	Austronesian, Malayo-Polynesian, North Borneo, North Sarawakan, Kayan-Kenyah, Kayanic, Muller-Schwaner ‘Punan’
how	Honi	101.8863	23.20739	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern
hoy	Holiya	79.91637	21.52593	Dravidian, Southern, Tamil-Kannada, Kannada
hoz	Hozo	34.60448	9.38875	Afro-Asiatic, Omotic, North, Mao, West
hpo	Hpon	97.11423	24.46064	Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Northern
hps	Hawaii Pidgin Sign Language	-158.00179	21.63107	Deaf sign language
hra	Hrangkhol	93.54098	23.82421	Sino-Tibetan, Tibeto-Burman, Sal, Kuki-Chin-Naga, Kuki-Chin, Northern
hre	Hre	108.69418	14.63082	Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, North Bahnaric, West, Sedang-Todrah, Sedang
hrk	Haruku	128.47559	-3.57029	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay
hro	Haroi	108.99547	13.22009	Austronesian, Malayo-Polynesian, Malayo-Chamic, Chamic, Coastal
hrr	Horuru	129.38675	-3.12875	
hrt	Hertevin	42.51921	37.37301	Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern
hru	Hruso	92.63	27.27	Sino-Tibetan, Tibeto-Burman, Central Tibeto-Burman, Hrusish
hrv	Croatian	16.47117	43.51499	Indo-European, Slavic, South, Western
hrz	Harzani	48.28478	38.43411	Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Talysh
hsb	Upper Sorbian	14.40984	51.24031	Indo-European, Slavic, West, Sorbian
hsf	Southeastern Huastec	-98.08473	21.46145	
hsh	Hungarian Sign Language	19.264	47.122	Deaf sign language
hsl	Hausa Sign Language	7.168	8.486	Deaf sign language
hsn	Xiang Chinese	111.47112	27.66847	Sino-Tibetan, Chinese
hss	Harsusi	56.15619	19.6511	Afro-Asiatic, Semitic, South, South Arabian
hti	Hoti	130.16796	-3.0083	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, East Seram
hto	Minica Huitoto	-73.61014	-0.53252	Witotoan, Proto-Huitoto-Ocaina, Early Huitoto, Proto-Minica-Murai
hts	Hadza	35.04583	-3.83115	Khoisan, Hatsa
htu	Hitu	128.18639	-3.57478	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Piru Bay, East, Seram Straits, Ambon
hub	Huambisa	-77.97965	-3.99109	Jivaroan, Jívaro
huc	‡Hua	24.69828	-23.93447	Khoisan, Southern Africa, Southern, Hua
hud	Huaulu	129.20169	-2.95835	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Manusela-Seti
hue	San Francisco del Mar Huave	-94.57383	16.28361	Huavean
huf	Humene	147.56221	-9.70693	Trans-New Guinea, Southeast Papuan, Kwalean
hug	Huachipaeri	-71.22749	-13.31951	Harákmbut
huh	Huilliche	-72.76697	-40.06939	Mapudungu
hui	Huli	142.96326	-5.97212	Trans-New Guinea, Engan, Huli
huj	Northern Guiyang Hmong	106.68224	26.72377	Hmong-Mien, Hmongic, Chuanqiandian
huk	Hulung	128.58693	-2.87389	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Seram, Nunusaku, Three Rivers, Amalumute, Northwest Seram, Hulung
hul	Hula	147.70512	-9.99427	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Central Papuan, Sinagoro-Keapara
hum	Hungana	18.43121	-3.69695	Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, H, Mbala-Hunganna (H.42)
hun	Hungarian	19.50894	46.12207	Uralic
huo	Hu	100.88061	22.01635	Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic
hup	Hupa	-123.67988	41.09821	Eyak-Athabaskan, Athabaskan, Pacific Coast Athabaskan, California Athabaskan
huq	Tsat	109.33558	18.31917	Austronesian, Malayo-Polynesian, Malayo-Chamic, Chamic, Highlands, Chru-Northern, Northern Cham
hur	Halkomelem	-123.66296	48.7911	Salish, Central Salish
hus	Veracruz Huastec	-98.50276	21.6153	Mayan, Huastecan, Huastec
hut	Humla	81.56591	30.14514	Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, Central Bodish, Central, gTsang
huu	Murui Huitoto	-73.84075	-1.51775	Witotoan, Proto-Huitoto-Ocaina, Early Huitoto, Proto-Minica-Murai
huv	San Mateo del Mar Huave	-95.00766	16.21295	Huavean
huw	Hukumina	126.194	-3.274	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Hukumina
hux	Nüpode Huitoto	-70.95587	-2.34495	Witotoan, Proto-Huitoto-Ocaina, Early Huitoto
huy	Hulaula	35.01938	31.7107	Afro-Asiatic, Semitic, Central, Aramaic, Eastern, Central, Northeastern
huz	Hunzib	46.13691	42.08076	North Caucasian, East Caucasian, Tsezic, East Tsezic
hva	San Luís Potosí Huastec	-99.00083	21.8394	
hvc	Haitian Vodoun Culture Language	-72.394	18.911	Unclassified
hve	San Dionisio del Mar Huave	-94.7001	16.35137	Huavean
hvk	Haveke	164.75333	-21.02488	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, New Caledonian, Northern
hvn	Sabu	121.84682	-10.5522	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Sumba-Hawu, Hawu-Dhao
hvv	Santa María del Mar Huave	-94.81586	16.21669	Huavean
hwa	Wané	-6.44406	4.85171	Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Eastern, Bakwe
hwc	Hawai'i Creole English	-155.43698	19.62875	Creole, English based, Pacific
hwo	Hwana	12.76825	10.3633	Afro-Asiatic, Chadic, Biu-Mandara, A, A.1, Eastern
hya	Hya	13.55888	10.49393	Afro-Asiatic, Chadic, Biu-Mandara, A, A.3
hye	Armenian	45.0399	40.40121	Indo-European, Armenian
iai	Iaai	166.59048	-20.63012	Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Loyalty Islands
ian	Iatmul	143.31566	-4.30064	Sepik, Ndu
iap	Iapama	-53.32686	0.97588	Unclassified
iar	Purari	145.03551	-7.59133	Trans-New Guinea, Eleman, Purari
iba	Iban	112.46189	1.82601	Austronesian, Malayo-Polynesian, Malayo-Chamic, Malayic, Ibanic
